,text,emotion_label,stress_label
5324,bos aku kalau bad mood suka marah-marah ga jelas. untung aku tidak baperan,neutral,0.34
5325,kalo aku peluk ada yang marah gak?,neutral,0.4
5326,"semua yang dimulai dengan rasa marah, akan berakhir dengan rasa malu. (benjamin franklin)",neutral,0.28
5327,. sabar itu keliatannya bodoh kalo dipikir pake logika :),neutral,0.24
5328,"dendam antara ppbm dan umno saja waktu pn, umno tarik sokongan untuk jadi pula kerajaan walaupun agak rapuh, janji jangan bagi anwar jadi pm itu dasar dan kebersamaan nya bila melaka dan sarawak result cantik, aim pula johor",neutral,0.21
5329,sabar jangan pake emosi,neutral,0.34
5330,"ga galak sama sekali, bahkan dia gapernah marah t_____t",neutral,0.36
5331,"buat para pembenci, paling pak presiden cuma tersenyum dan tetap berprasangka baik kpd pembencinya. ngk terlintas rasa dendam sedikitpun, ikhlas dan beliau super sabar, ingat nabi muhammad saw saat dibenci oleh yahudi hindun? begitulah islam yg rahmatan lil alamin",neutral,0.34
5332,"semakin sakti manusia mk semakin bodoh akalnya, semakin tdk punya apa2 (kesaktian) mk semakin kenceng sandaran pada al 'aziz allah swt.",neutral,0.26
5333,mau dendam biarkan saja emang mereka suka dendam politik akibat kalah pilpres,neutral,0.39
5334,"5/24 wansen gemes bgt beixing ga peka ah, tpi bukan salahnya juga sih, wansen nya begitu, ya wajar wkwk terus itu gao ge malah bikin tambah salah paham cuma buat bpk nya kesal",neutral,0.29
5335,mari kita lihat manusia tolol,neutral,0.27
5336,"jika dia marah padamu, cium dia.",neutral,0.22
5337,"orang yang menulis menggunakan emoticon adalah orang yang berusaha ""meletakkan"" emosi dalam tulisannya. hargailah.",neutral,0.22
5338,"walau tubuh lelah dan lisan tengah marah tetaplah berdoa. sebab tuhan melihat tengadah kita yang pasrah dan hati yang ikhlas dalam mengharap kepada-nya. walau aktivitas kita menggunung, indihome selalu menemani untuk urusan online-nya",neutral,0.35
5339,pakistanis hv the attitude of woh apni zidh nah choorein hum apni wahzah kyun badalein.imran khan insan hai.essa ka assah nahi joh zameen pai marah tou sub seedhay ho jahein gai.yahan har koi apna uloo seedha karta hai boss thts the reality.,neutral,0.27
5340,woww meniaga angin tuhan bagi free pon boleh kaya raya. kera bodoh tipu manusia bijak pandai. berjaya plak tu,neutral,0.38
5341,psi walau di benci tapi mengalami kenaikkan elektabilitas. mungkin krn progres nya terlihat jelas oleh publik.,neutral,0.27
5342,"percayalah, diam-diam pasti ada orang yang benci sama kita dan membicarakan hal-hal buruk tentang kita.",neutral,0.26
5343,"ada buat khidmat tapi orang tak tengok, baik buat video lain, boleh buat orang marah dan tengok serta sebarkan",neutral,0.35
5344,bengong bego,neutral,0.22
5345,"nih typing ganteng ""ngentod bangsat anjing kontol biadab brengsek hanceut bereum""",neutral,0.21
5346,"pepatah mengatakan bahwa : ""orang bodoh lebih berbahaya daripada penyakit menular"".",neutral,0.38
5347,level ketika pms lu bukan nahan marah lagi atau bt tapi nahan y,neutral,0.29
5348,"tapi tetap para pemuja vaksin akan menolak informasi itu, shg mereka tetap menunggu dengan penuh harap go itu disuntikkan kembali ke tubuh2 mereka. dan kita yg dianggap bego. dan kita yg dianggap sok nalar. dan kita yg dianggap hoax. padahal",neutral,0.31
5349,sedang bodoh saja.,neutral,0.27
5350,"aliah ni bukan tak tahu aku bodoh it lagi bagi idea tukar bidang ke it, system haywire nanti sis pegang",neutral,0.29
5351,keluarin malah di bilang palsu/fake/buatan agensi pelajaran deh. sebagai fans kita jg harusnya bs perlakuin idol selayaknya manusia biasa bisa salah bisa marah bisa mengumpat btw gue tbtb bilang gni gr2 abis denger lagu mark -child di tambah day6 zombie dan day6 stop talking,neutral,0.23
5352,"dari film kukira kau rumah misal kalo kalian ada gejala yg diantaranya: mood (suasana hati) berubah drastis/marah"" yg terlalu meledak""/nglempar barang pas emosi/sejenisnya, itu bisa jadi ada tanda"" yg harus di priksakan/konsultasikan sama ahlinya. so, be aware ya",neutral,0.25
5353,org bego jam segini makan geprek,neutral,0.25
5354,"..dilarang bodoh !! setujuuuuh.. selamat tinggal kebodohan, selamat datang kecerdasan siritual dalam ahlaq. aamiin..",neutral,0.33
5355,lg marah? wkwk,neutral,0.32
5356,"nah itu tau club kebanggaan antum tolol, tpi kok antum masih mau jadi fans nya?",neutral,0.34
5357,antara benci dan rindu - kotoha tanaka,neutral,0.37
5358,balas dendam terbaik adalah menjadikan dirimu lebih baik. - ali bin abi thalib,neutral,0.26
5359,bego sama cinta kadang beda tipis ya,neutral,0.39
5360,"kcg! muka kucingku gini banget abis mecahin gelas pagi-pagi, jadi gak bisa marah",neutral,0.27
5361,"salam , tolong tangkap gemuk tak pakai mask tu. menteri tak berani nak marah kawan-kawan dia.",neutral,0.39
5362,"kok marah, korban ya?",neutral,0.36
5363,itu namanya garang tapi tetap bego,neutral,0.34
5364,gubernur cumut diem aja. soale nanggepin keledai bodoh malah akan berakibat memalukan. diemin aja tar jg abis jabatannya,neutral,0.23
5365,"huuh pasti ada dari mereka yang mau menjatuhkan 1: sekian juta orang.. allah sayang sama kamu, allah mau kamu istirahat dulu skrg gpp nikmati aja rulesnya gak boleh marah ataupun sedih semua pasti ada yg lebih indah dari ini",neutral,0.23
5366,"jangan menasihati orang yang bodoh karena ia akan membencimu, nasihatilah orang yang berakal karena ia akan mencintaimu. ali bin abi thalib",neutral,0.38
5367,"cewek cuek sama cowok terkadang cowoknya itu malah marah & ngambek sama cewek, tapi cowok cuek sama cewek, si cewek tetap sabar tuh",neutral,0.23
5368,"biasala pagi-pagi aku merampus .mask pon boleh jadi punca aku marah dah tu ,nak merembat mask putih walhal tu untuk pegi kerja",neutral,0.24
5369,"marahku tak ku jual murah. aku marah padamu. lalu ditanyai siapa yang menyakitiku. entah makhluk langka apa yang berhasil menyakitiku, cinta.",neutral,0.33
5370,"sikap terbuka lb menyenangkan. hasil penelitian washington state university (wsu), pullmanas,menunjukkan sikap tbk dpt mencipta kan perasaan positif.mrk yg berperilaku tbk jg lb menyenangkan,teliti,& memiliki emosi stabil. sebabnya mrk tdk terbatasi oleh tekanan luar (media ind).",neutral,0.32
5371,"dendam menyebabkan imunitas tubuh kita mati. disitulah bermula awal segala penyakit, stress, kolesterol tinggi, darah tinggi, jantung dll.",neutral,0.29
5372,"ramalan zodiak sabtu 05 februari 2022, emosi positif - laman riau",neutral,0.22
5373,hanya orang bodoh melakukan kesalahan yg sama berulang2 kali ..,neutral,0.2
5374,aqis masih pagi ga boleh marah marah,neutral,0.28
5375,perubahan emosi dalam sehari,neutral,0.29
5376,mamah kamu udah marah marah belum pagi ini,neutral,0.26
5377,"its ok, lu bisa marah kok, manusia pantes buat marah atas perlakuan gak adil, tapi jgn sampe berpengaruh sama masa depan ya wkwk, cukup masa lalu, di masa lalu dia udh buang waktu mu jadi jgn sampe di masa depan dia buang waktu mu dengan cara yang berbeda.",neutral,0.33
5378,emosi nya sampe ke kita ya nder pas nonton,neutral,0.31
5379,"ika kamu benar, maka kamu tidak perlu marah. jika kamu salah, maka kamu wajib minta maaf.",neutral,0.24
5380,gue si udh di tahap pasrah yaa. mencoba buat jadi orang baik sebisa mungkin tanpa mandang bulu. selebihnya kalo ada yang benci dan gak suka itu hak mereka. aku si bodo amaat wkwk,neutral,0.26
5381,"membacanya lucu. pasti marah uang rakyat dikorupsibagaimana investor mau investasi ke kalau uangnya dimakan pejabat ""ace golkar 'ajari' ahy soal kuda hitam di 2024: terpenting strategi""",neutral,0.27
5382,"salah satu manfaat revenge kill them with kindessâ adalah gaperlu musuhan, ga perlu cape marah marah, ada saatnya mereka see your worth and come to you.",neutral,0.2
5383,aku benci menganggap enteng apapun tugas yang diberikan. -gildarts,neutral,0.29
5384,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif. oleh sebab itu kamu harus tenang :) teens_paulina,neutral,0.2
5385,masa bodoh sama virus maksudnya,neutral,0.34
5386,"_harusnya anda bijak dalam kasih data,awal mereka bisnis itu sejak jaman sby atau jokowi..? . . _"" kalau bodoh diam,kalau pinter ajari "".. . .",neutral,0.3
5387,ini adalah satu ide yang keluar saat aku lagi berpikir keras untuk ide part au mavenzer selanjutnya alias kenapa melenceng ke benci jadi cinta,neutral,0.38
5388,"di antara banyak sifat orang bertaqwa ialah sifat pandai menahan marah, dan mudah memaafkan sesama manusia",neutral,0.35
5389,heemm gua gamau emosi ya,neutral,0.32
5390,"syi'ah mesra sm pekai,..mk nya kenapa mrk bgtu benci sm islam dan ulama..",neutral,0.28
5391,lebih ke bego kalo ak,neutral,0.36
5392,2022 tetep bodoh..,neutral,0.24
5393,bila menyampah / jealous tapi tak benci camni lah,neutral,0.33
5394,"hal itu berjalan selama setahun, lancar tanpa halangan. tetapi suatu ketika, dana mengetahui semua apa yang dilakukan anak bungsunya selama setahun itu. dirinya benar-benar marah, tidak terima dengan perlakuan fauzan.",neutral,0.34
5395,"jika kau tidak bisa mengendalikan emosi dan pikiranmu,kau akan lemah ~minato",neutral,0.31
5396,"05.02.2022 tepat 1 tahun banyak penyesuaian, adaptasi, jengkel, nyebelin, walopun gw suka ngambekan kadang frontal tapi tetep harus faham dan cepet diselesaikan. ahh beli kue tart dulu dehh",neutral,0.38
5397,"gw gk sok pinter sih, mungkin lu aja yg terlalu bodoh sampe ngeliat gw kaya gitu",neutral,0.25
5398,"lagi milihin baju2 lama dilemari buat disumbangin, terus nemu baju ini baju yang paling di benci sama suami gw, because he knows exactly i got this shirt from my ex",neutral,0.31
5399,"saya aja suka sudu, kalau suka kamu, nanti garfu marah",neutral,0.32
5400,ada rasa kesal ketika orang lain berprasangka atas apa yang kita kerjakan. tapi seringkali kita tidak bisa mengkonfirmasi seluruh pekerjaan yang kita lakukan,neutral,0.21
5401,jd orang yg sulit mengontrol emosi. akhirnya smpe skrng ya tetep sulit,neutral,0.38
5402,cara muvon tercepat yang tidak direkomedasikan: buat dia ilfeel/benci sama kita begitu sebaliknya n im done yeahh fufuufu gimme high five,neutral,0.38
5403,"mau seburuk apapun lo, mau sebanyak apapun kesalahan lo jangan sampe lo benci diri lo sendiri karena yang harus lo lakuin cuman satu, belajar dari semua yang udah terjadi. lo bakal spesial bagi orang yang tepat.",neutral,0.34
5404,tumben ga marah-marah nih,neutral,0.28
5405,kadang disangka marah ya nes padahal biasa aja wkwk,neutral,0.25
5406,"saat si bodoh merasa ikhlas dengan kebodohannya, di saat itulah si alim tengah bersedih dengan ilmunya",neutral,0.26
5407,pamer adalah ide yang bodoh untuk sebuah kemenangan,neutral,0.36
5408,"menanamkan kesadaran ""allah itu tidak suka lho kalau kita marah."" -imam al-ghazali",neutral,0.24
5409,"kalo dia marah pacarnya di gandeng. tanya punya surat ijin pacaran gak. kalo mukul lapor polisi dong, 'penganiayaan'",neutral,0.35
5410,jangan marah-marah,neutral,0.4
5411,"di liat2 aparat seakan2 memancing emosi rakyat ya,,yg jadi pertanyaan supaya apa ?? apakah sbnernya aparat ingin bentrok dengan warganya sendri ?? hukum di tindak secara tdk adil, ulama di peresekusi, umat muslim di tuduh radikal, pedagang2 kecil di denda tidak wajar ,",neutral,0.32
5412,kok u bego,neutral,0.37
5413,"merasa pintar, bodoh saja tak punya",neutral,0.39
5414,padai nya .. yg bodoh sahaja masih percaya mereka berdua.. wakaka.. ph takkan jatuh sehingga pru 15.. tp sbb kebodohan sendiri maka hilang semua.. fakta tu..,neutral,0.37
5415,"atas nama ham ,guru dilarang marah pd muridnya , polisi dilarang membunuh penjahat, suami dilarang tegas pd istrinya , ortu dilarang ngekang anaknya, kebanykan yg dinilai dilihat cuma tindakan nya bukan penyebab nya, bisa jadi korban itu yg salah yg memancing kekerasan itu,",neutral,0.28
5416,"sama. wkwkw. tenang ellie, aku disini menemani kamu agak bodoh dikit.",neutral,0.21
5417,paling penting aku taknak jadi bodoh sebab orang,neutral,0.22
5418,udah dibikin malu lewat sosmed terus dengan gampangnya mau diajak balikankalo ga bodoh apalagi namanya?,neutral,0.23
5419,benci jadi cinta (?) jeongharu onetweet au,neutral,0.36
5420,dulu saat gus dur dijatuhkan bukan tdk sedikit yg mencintai dia. tapi dia pergi dari istana dgn kondisi serendah mgk agar yg mencintai dia tdk marah pada yg menjatuhkannya.,neutral,0.28
5421,pura-pura bego padahal tau semuanya seru banget ya,neutral,0.4
5422,kenapa dia marah marah.,neutral,0.38
5423,"antum makin tampak bodoh sih ? banyak sumber yg dpt digunakan sebagai bahan perbandingan utk memperoleh informasi yg benar, bukan hanya lewat nuonline, seperti yg saya jelaskan diatas. jangan malas mencari atau browsing utk mendptkan informasi yg benar.",neutral,0.4
5424,"cara terbaik untuk membalas dendam terhadap orang yang menghina anda, adalah menjadi lebih berhasil daripadanya.",neutral,0.35
5425,"karena bisanya cuma itu doang, aku bego soalnya.",neutral,0.38
5426,tinggi di depan,neutral,0.33
5427,kadrun pinter nyari pengikut dari kalangan publik figur yg bodoh,neutral,0.3
5428,karena motivator terbaik adalah dendam,neutral,0.27
5429,"engga dendam, cuma diotak mikir kok bisa kaya gini?",neutral,0.21
5430,"jangan kesal klo dia masih bisa bawel u/ ngingetin km, justru km harusnya sedih klo dia udh ga pernah bawel dan ga pernah ngingetin km lagi.",neutral,0.3
5431,gw benci selalu merasa bersalah tapi lo pantes ngerasain rasa ini skrg chel,neutral,0.27
5432,"jika istrimu membuatmu kesal sekali lagi, tahan sabarmu lagi. jangan pukul dia. kalo memang sudah di batas kesabaranmu, kembalikan dia pada saya. saya siap untuk menjadi satu-satunya lelaki yang mencintai dia sekali lagi.""",neutral,0.33
5433,"jadi inget waktu kakak menikah, ayah juga bilang hal yang sama. dia bilang, ""sebelum ada lelaki lain yang mencintai dia (kakak), ada seseorang yang mencintai dia terlebih dahulu. itu adalah ayah. jika memang istrimu membuatmu kesal, tahan kesabaranmu, jangan pukul dia.",neutral,0.37
5434,km semisal tak antem batu gt marah gk?,neutral,0.24
5435,"engga keduanya sih, cuma aku paling ngga bisa nahan nafsu buat ngga marah-marah",neutral,0.39
5436,"ga rugi ketiduran, match barusan sangat2 menguras emosi di pagi hari",neutral,0.23
5437,"dulu benci bgt sama picknava, eh malah dimanja terus tiap bulan.",neutral,0.28
5438,"tak perlu bersusah payah untuk membalas dendam, cukup maafkan setiap kesalahan. karena memaafkan adalah pembalasan yang terbaik.",neutral,0.25
5439,kamu ngga zendirian kak zcazca.. kadang kakak zama temennya zuka bilang gini karena zaya dewaza zekali dan tau zcara bikin ibu koz ga marah zama zaya,neutral,0.39
5440,"tararumben yeuh, pens emyu teu marah-marah ti temlen nggeus tiasa nyak?",neutral,0.22
5441,"masa kecik aku belajar puasa dari makan, minum, dan tak korek hidung (hahah). dah baligh sikit, baru rajin pergi tarawih. dewasa belajar kawal pertuturan, emosi, dan banyak buat refleksi diri. untuk selanjutnya, mungkin kena belajar sesuatu dari buku ni pula.",neutral,0.34
5442,seaweed costume vs hello kitty motif pertempuran paling asburd lagian kenapa denise marah bajunya dibilang motif hello kitty,neutral,0.21
5443,bekmya masih tolol tolol,neutral,0.37
5444,ya ga bego bego amat lah ya gw,neutral,0.4
5445,balas dendam terbaik adalah dengan cara menjadikan dirimu lebih baik,neutral,0.35
5446,"dua mode satu ekspresif satu diem. kalau ekspresif berarti masih biasa aja, kalau udah diem berarti udah marah bgt",neutral,0.29
5447,"negara juga ga bodoh. ga perlu sok""an mancing ats nama kebebasan informasi kalau tujuannya hanya bikin propaganda/framing.",neutral,0.31
5448,orang islam gk butuh orang bodoh.,neutral,0.32
5449,"sesungguhnya, ada dua hal pada dirimu yg dicintai oleh allah, yaitu sikap lemah lembut dan tidak mudah marah (hr.muslim) ..",neutral,0.25
5450,jgan bales dendam yaa,neutral,0.31
5451,pegiat persekongkolan bangsat indonesia?,neutral,0.32
5452,padahal fans secret number sendiri aja sebagian besar benci vine ent. keliatan banget kayak gak ada tegas-tegasnya mengurus artis atau mengklarifikasi berita.,neutral,0.25
5453,"dan yg booster bisa jadi orang yg ga bodoh dan ekonominya ga pas pasan, jd ga ada masalah buat swab, ..jadinya ketahuan positif deh",neutral,0.23
5454,"kamu masih saja seperti anak-anak.. bagiku, balas dendam adalah segalanya.. kalau dendamku bisa terbalaskan. sasuke to naruto",neutral,0.24
5455,"gatau ya mungkin bkn dia benci, cuma cemburu aja ngiranya aku ngambil kepunyaan dia. well namanya org ga mungkin sempurna kan, udh berusaha jdi org baik juga yg gasuka pasti ada.",neutral,0.33
5456,"cara terbaik untuk membalas dendam terhadap orang yang menghina anda, adalah menjadi lebih berhasil daripadanya.",neutral,0.35
5457,"marah itu gampang. tapi marah kepada siapa, dengan kadar kemarahan yang pas, pada saat dan tujuan yang tepat, serta dengan cara yang benar itu yang sulit.  (aristoteles)",neutral,0.25
5458,"inconsistent. tidak menentu, serba berlawanan, dengan tindakan dan emosi yang tidak berdasarkan logika.",neutral,0.32
5459,sa gak pernah berhenti geleng liat dokter2 pake tiktot. rawan berbuat bodoh & multitafsir di platform itu. gak semua kita mahir menempatkan diri dan menata ekspektasi orang lain di ranah publik.,neutral,0.29
5460,sebanyak 85% wanita dan 73% pria mengakui bahwa rasa marah dan kesedihan akan berkurang setelah menangis.,neutral,0.36
5461,"bahaha pingsan mah pingsan aja mun pake chat dolo. kesian camer lo ntar ngangkat keberatan:') jangan lama lamaa tapinya. orgnyaa biarin duluu aja? kangennyaa dah luber luberr gimanaa dong? tp senengkaan liat dia walo marah? seenggaknya bpkk lega, dia ga kek yg bapak pikirin",neutral,0.31
5462,madzhab : 1.hanafi cadar sunnah dan wajib ktk khawatir nimbulin fitnah 2. maliki sunnah dan wjb jika khawatir fitnah 3. syafi'i cadar wajib 4. hambali cadar wajib lah yg pada benci ini kalian maksudnya apa kalau blm bisa diem aja. kalau sampeyan benci dipertanyakan kelean sapah,neutral,0.27
5463,"normal. aku selalu pesan kat adik aku jangan merayau merata2. jangan pergi kedai depan takut nanti kene langgar dengan motor. kalau lapar pergi bilik ayah, angkat, mintak makanan dengan diorang. (bagi siap2 makanan)",neutral,0.34
5464,"telah tertulis dalam hikmah, sesungguhnya dari sifat malu itu terdapat ketenangan dan ketentraman."" (hr. bukhari)",neutral,0.22
5465,sp tau bangun kaget,neutral,0.37
5466,tuhan selalu memilki cara tuk membuka matamu atas orang-orang yg berusaha memanfaatkanmu. jangan pernah ragu akan hal itu.,neutral,0.26
5467,kaget nikah bagus juga walaupun sedikit gimana gitu okee besok-besok nonton di wetv,neutral,0.29
5468,anggota dpr kaget terus teriak ..bebaskan rizik dewa baliho,neutral,0.24
5469,aku kurg tau jg yg yedamtpi kok yedam pas dia buka masked nya pada kaget gtu yaa brarti klo jwoo ntr brarti udh pada tau dongg,neutral,0.22
5470,sampe skrg gw ngatau tadi pas dia di rs bocah yg takut sama dia cwk apa cwk,neutral,0.32
5471,akhir nya 1 fandom kgk jadi malu,neutral,0.2
5472,download video 2021 indonesia terbaru,neutral,0.34
5473,ayo nder lirik dia sebelum mootsnya makin khawatir btw ini thread jualan dia ya nder,neutral,0.35
5474,aku masih megang cs juga (buka preloved buku) dan suka dapat pertanyaan detail kaya gini meski mereka gajadi beli. awal-awal agak males sih tapi makin kesini aku sadar juga karena zaman sekarang banyak yang jual barang palsu dgn harga normal. jadi penjual emang harus sabar,neutral,0.24
5475,untung bukan kereta api nya yg kaget..,neutral,0.35
5476,fomo adalah singkatan dari fear of missing out yang berkaitan dengan sebuah perasaan yang takut tertinggal atau ketinggalan karena tidak mengikuti sebuah aktivitas atau tren tertentu.,neutral,0.31
5477,"ncts! yang lagi nunggu comeback nct mana suaranyaa?? yukk sini kita menabung buat persiapan cb, biar ga panik nanti kalo announce cb bole dm tanya"" dulu kok",neutral,0.35
5478,"debut 20 tahun, boa sebut pertama kali lakukan hal ini bareng member got the beat, bikin karina aespa dan taeyeon snsd kaget",neutral,0.39
5479,"iyaa aamiin, coba trus aja kalo ga gitu nanti maleman biasanya bisa soalnya yang akses ga banyak. jangan panik okeyy",neutral,0.34
5480,bappenas mengakui pada saat melakukan kunjungan kerja ke proyek kereta cepat jakarta-bandung ditemukan tukang las yang merupakan tka china.,neutral,0.27
5481,dengarin musik sambil streaming video klipnya tidak takut ngabisin quota klau pake indihome,neutral,0.4
5482,kita sangat khawatir ada orang yang melihat dan mendengar maksiat yang kita lakukan di balik dinding sampai kita lupa bahwa ada allah maha melihat di mana pun kita berada dan malaikat-nya yang selalu berada di sisi kita punya pena.,neutral,0.38
5483,"simpan permanen udh bs mulai nnti jam 3 sore sampe tanggal 15 feb jam 3 sore. data diri, foto semuanya masih bisa diubah klo km blm simpan permanen. saran aku, dr skrng udah isi semua data diri, upload foto dll, jadi ntar tinggal simpan permanen aja, nggak panik sm hal2 lain",neutral,0.33
5484,"pura-pura kaget, atau mo cuci tangan.",neutral,0.24
5485,"itu la tu. tgk biceps kiri pun nampak bekas bcg tu. tak kerana vaccine tu, dah cacat kena chicken pox.",neutral,0.2
5486,apa takut dengan imbas politik akhirnya hukum hanya sebatas lambangkah ?,neutral,0.37
5487,"jual app premium dari netflix, spotify, disney+, viu, iqiyi, wetv, youtube, hbo go dll harian bulanan payment via ovo, gopay, spay, dana full garansi affordable price trusted 1oo% jangan ragu buat tanya dan dm ya!",neutral,0.36
5488,ga malu apa?,neutral,0.21
5489,"jangan takut oleh jarak, karena jarak yg telah mempertemukan kita",neutral,0.24
5490,"jangan khawatir kalau gavi, araujo yang dikhawatirkan pindah. dapat tawaran dari chelsea dengan gaji gede tuh",neutral,0.32
5491,kalo makji udah aktif gini pasti otomatis ngarep dapet saldo kaget padahal udah sering nyadar kalo akunku di lapak makji tuh gaib walaupun nimbrung ngeramein tiap hari juga,neutral,0.32
5492,ya kali baru kaget sekarang,neutral,0.2
5493,"cara melawan toksik maskulinitas rapuh, salah satunya adalah dengan mendukung laki-laki agar tidak ragu merawat dirinya sendiri.",neutral,0.39
5494," dengan majikan lewat 5 minit pun kita takut. tapi dengan allah, kita langsung tak takut. kadang-kadang solat dekat nak habis waktu. - uai",neutral,0.35
5495,grgr teminum kopi kah jadi gugup tadi?,neutral,0.29
5496,"dia takut kali aku gk jadi balik gess.. padahal niatku baik buat belikin mereka ikan, udang, dll buat lauk mereka, tapi di sambut gitu. ya ampunn. aku masih blom sadar dstu",neutral,0.38
5497,claire tersenyum kecil dan menerima permen tersebut dengan suara terima kasih yang pelan. ia membuka bungkusnya dan dengan tanpa ragu mengambil salah satu manisan berbentuk kacang tersebut dan mencicipinya.,neutral,0.2
5498,"iya""..asal jangan kuat malu",neutral,0.26
5499,"hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. untuk informasi terkait produk dan promo menarik bank mandiri, ibu bisa chat mita di whatsapp official 0811-84-1400. tetap jaga kesehatan selalu. tks~wilsa (end)",neutral,0.32
5500,"jadi dirimu sendiri agar ketika seseorang mencintai, kamu tak perlu takut jika dia akan temukan dirimu bukan orang yang ingin dia cintai.",neutral,0.38
5501,"gua kaget pc gua ternyata udah 113:"") termasuk yg otw ke ina:"" maybe untuk ukuran kolektor gua termasuk paling sedikit:"" soalnya ini digabung sm pc grup lain:"" (cmn ya paling sekitar 20 pc sih dari grup lain)",neutral,0.38
5502,"iya,krna malu gk sih pasti jawabnya lgi rebahan mulu",neutral,0.3
5503,jangan panik nder terakhir tgl 15,neutral,0.25
5504,gajadi malu aw aw,neutral,0.38
5505,"oh, lagi lagi alasannya karna takut dipakai buat hal hal negatif (kayanya mereka tau kalo rp itu ada nsfw nsfw nya), makanya sampai saat ini baru aktris thai aja yang gak mau di pakai wajahnya. aktornya belum.",neutral,0.28
5506,mam coklat gak takut gigi tuh,neutral,0.24
5507,ngapain takut,neutral,0.33
5508,kaget indikasi tidak menguasai persoalan dan tidak memahami perkembangan ..,neutral,0.31
5509,yah smsm ayok... yaudah siapa takut,neutral,0.36
5510,jgn malu a,neutral,0.38
5511,surat ojk palsu eazy property (pt indonesia jaman sekarang) - cc,neutral,0.38
5512,sabar sabar. kaget sama crossovernya. chigiri pulang kunigami udah nangis noh di pojokan,neutral,0.26
5513,takut boongan ya ??,neutral,0.21
5514,akhirnya kita gak malu lagi soalnya bener,neutral,0.29
5515,"fakta : mengikut kajian tidak boleh berlebihan minum air kelapa, takut nanti jadi santan dlm perut .",neutral,0.3
5516,saling menyayangi. saling memiliki. saling membutuhkan. saling takut kehilangan. itu yang terpenting.,neutral,0.31
5517,"oalah roomnya mau ada yang pakai ya, kirain kenapa tbtb end soalnya",neutral,0.23
5518,"jual app premium dari netflix, spotify, disney+, viu, iqiyi, wetv, youtube, hbo go dll harian bulanan payment via ovo, gopay, spay, dana full garansi affordable price trusted 1oo% jangan ragu buat tanya dan dm ya!",neutral,0.36
5519,"isin ora kisen. artinya kalau kamu malu maka perutmu tidak akan terisi. jadi, dalam melakukan suatu pekerjaan yang halal jangan malu malu karena malu akan menghambat rejekimu. sekian, terima kasih.",neutral,0.37
5520,"6. mata berkunang2, kalau main hp makin stress dan panik dibuatnya (paling kerasa pas siang hari) 7. perasaan ku akan timbul gak enak kalau berada didalam kamar yg berkedap, tapi kalau diluar ruangan yg ada hawa2 anginnya gak ada. justru oke banget. sudah jalan 8 hari.",neutral,0.26
5521,pembelian panik sebabkan kekurangan telur ayam,neutral,0.23
5522,selamat siang sender!! kebetulan saya avail sekarang dan lagi senggang banget cause i don't have anything to do now. bisa banget nanti kuta ngobrol-ngobrol dan jika kamu butuh saran saya akan bersenang hati memberikannya. bisa banget buat cerita apapun tanpa takut saya akan melayani,neutral,0.32
5523,"bigbang alive tour 2012 emang udah lewat, tp bwt para vip yg mau koleksi aksesorisnya jgn khawatir langsung cek favorit kami aja =)",neutral,0.35
5524,saturasi elu diatas 97 kan? iya.. gue mau test maju mundur takut semoga lu cepat sembuh istirahat yang banyak. jangan banyak pikiran,neutral,0.38
5525,"halo, cantik kebetulan aku sering di curhatin soal per move-on an, dan aku bisa kasih advice dengan jujur dan tegas but still in a gentle way, aku sering dijuluki counselor sama temen-temen aku, jadi jangan ragu ya buat cerita sama aku.",neutral,0.34
5526,"maksudku perjalananmu ke sini. . tapi, junsoo-ya sudah bertahan sampai sejauh ini, sangat menakjubkan! erangan itu”” meski samar terdengar pada indera pendengaran”” roman cemas tetap terpampang secara jelas. mereka, kan sudah lama dipisah oleh jarak, chaewon ”",neutral,0.39
5527,anak sd jaman sekarang gaada takut2nya ya. jangankan sama ujan sama gurunya aja gk takut kayanya mereka cuma takut kalo gk dapet uang jajan,neutral,0.39
5528,aku ikut ngerasain malunya gkpp kita berbagi malu,neutral,0.31
5529,"harga sesuai pasaran kak, takut merusak harga pasar wkwk",neutral,0.36
5530,chaeng kaget ga ya? berasa di surga gitu ga sih? disamperin bidadari,neutral,0.37
5531,"bukan cakep yg feminim tp kek ""nih cewe seems like she make rules of her life"" ya semua orang gitu kali ya tapi smth different she looks like an independent fierce woman. tapi ga bikin takut, kliatan friendly. yeu sotoy bingits",neutral,0.38
5532,"kaget doang, heran doang, ngemeng doang..",neutral,0.27
5533,"halo dearest sender, ayo sini sama kak vin kita ngobrol. kak vin dengerin keluh kesah kamu sekalian kasih saran. jangan takut untuk keluarin semua keresahan dan isi hati kamu ya. tentunya tidak judgemental kok. kalau kamu tertarik, boleh langsung hubungi",neutral,0.26
5534,ngapain takut buka 1st acc kan aku punya allah,neutral,0.28
5535,"trailer film kaget nikah eps 10 udh keluar, jangan lupa nikmati burgernya. kelahiran 2025 jangan nonton dulu, soalnya belum dewasa.",neutral,0.21
5536,jangan tegang tegang kak,neutral,0.31
5537,"gue jg tadi salah nder jawabnya, tpi bomat, who cares? biarin ajaa. lagian lu dah hebat mau dan berani jawab pertanyaan gurunya, jadi gausah malu ya nder",neutral,0.23
